x1 y1 z1 x2 y2 z2 radius R G B time type 
14.8004 -4.6854 -20.9735 15.6786 -5.0079 -20.9967 0.0547 0.0000 1.0000 0.0000 62.4894 3.0000 
15.6786 -5.0079 -20.9967 16.5591 -5.4739 -21.0827 0.0547 0.0000 1.0000 0.0000 65.0067 3.0000 
16.5591 -5.4739 -21.0827 16.6040 -5.4970 -21.0878 0.0547 0.0000 1.0000 0.0000 65.1398 3.0000 
16.6040 -5.4970 -21.0878 17.4864 -5.9674 -21.0965 0.0547 0.0000 1.0000 0.0000 67.8869 3.0000 
17.4864 -5.9674 -21.0965 17.5685 -6.0106 -21.0965 0.0547 0.0000 1.0000 0.0000 68.1543 3.0000 
17.5685 -6.0106 -21.0965 18.3285 -6.4272 -21.0934 0.0547 0.0000 1.0000 0.0000 70.7676 3.0000 
18.3285 -6.4272 -21.0934 19.2526 -6.8060 -21.0445 0.0547 0.0000 1.0000 0.0000 74.0783 3.0000 
19.2526 -6.8060 -21.0445 19.3722 -6.8372 -21.0437 0.0547 0.0000 1.0000 0.0000 74.5123 3.0000 
19.3722 -6.8372 -21.0437 20.2775 -6.7781 -20.9830 0.0547 0.0000 1.0000 0.0000 77.9051 3.0000 
20.2775 -6.7781 -20.9830 21.1721 -6.3378 -20.9073 0.0547 0.0000 1.0000 0.0000 82.1114 3.0000 
21.1721 -6.3378 -20.9073 21.1865 -6.3318 -20.9067 0.0547 0.0000 1.0000 0.0000 82.1818 3.0000 
21.1865 -6.3318 -20.9067 21.9308 -5.7926 -20.9406 0.0547 0.0000 1.0000 0.0000 86.6267 3.0000 
21.9308 -5.7926 -20.9406 22.6064 -5.0582 -20.8757 0.0547 0.0000 1.0000 0.0000 92.2939 3.0000 
22.6064 -5.0582 -20.8757 22.6907 -4.9385 -20.8590 0.0547 0.0000 1.0000 0.0000 93.2221 3.0000 
22.6907 -4.9385 -20.8590 23.2327 -4.1526 -20.8543 0.0547 0.0000 1.0000 0.0000 100.0000 3.0000 
0.2275 -0.1636 -22.6382 0.9705 0.4877 -22.4833 0.0573 0.0000 1.0000 0.0000 38.3002 2.0000 
0.9705 0.4877 -22.4833 1.8918 0.8758 -22.4633 0.0573 0.0000 1.0000 0.0000 47.6531 2.0000 
1.8918 0.8758 -22.4633 1.8996 0.8790 -22.4631 0.0573 0.0000 1.0000 0.0000 50.4437 2.0000 
0.2413 -0.1424 -23.5140 -0.7090 -0.3683 -23.7284 0.0495 0.0000 1.0000 0.0000 39.4684 2.0000 
-0.7090 -0.3683 -23.7284 -1.6961 -0.5230 -23.7703 0.0495 0.0000 1.0000 0.0000 43.6825 2.0000 
-1.6961 -0.5230 -23.7703 -1.9484 -0.5703 -23.7874 0.0495 0.0000 1.0000 0.0000 56.2613 2.0000 
0.2081 -0.1077 -24.3276 0.8469 0.6446 -24.4886 0.0457 0.0000 1.0000 0.0000 40.1532 2.0000 
0.8469 0.6446 -24.4886 1.4385 1.3469 -24.6804 0.0457 0.0000 1.0000 0.0000 51.5888 2.0000 
0.1506 0.0114 -25.3567 0.5715 -0.7666 -25.8232 0.0498 0.0000 1.0000 0.0000 41.1186 3.0000 
0.5715 -0.7666 -25.8232 0.8611 -1.4115 -26.1726 0.0498 0.0000 1.0000 0.0000 42.0612 3.0000 
0.8611 -1.4115 -26.1726 1.4705 -1.8849 -26.8085 0.0498 0.0000 1.0000 0.0000 43.2951 3.0000 
1.4705 -1.8849 -26.8085 1.4848 -1.8943 -26.8230 0.0498 0.0000 1.0000 0.0000 43.3233 3.0000 
1.4848 -1.8943 -26.8230 2.1272 -2.3487 -27.4402 0.0498 0.0000 1.0000 0.0000 44.6044 3.0000 
2.1272 -2.3487 -27.4402 2.1757 -2.3822 -27.4858 0.0498 0.0000 1.0000 0.0000 44.7019 3.0000 
2.1757 -2.3822 -27.4858 2.9424 -2.5496 -27.9312 0.0498 0.0000 1.0000 0.0000 45.9038 3.0000 
2.9424 -2.5496 -27.9312 3.8881 -2.8704 -27.9825 0.0498 0.0000 1.0000 0.0000 47.2871 3.0000 
3.8881 -2.8704 -27.9825 3.8920 -2.8717 -27.9827 0.0498 0.0000 1.0000 0.0000 47.2928 3.0000 
3.8920 -2.8717 -27.9827 4.8384 -3.1907 -28.0337 0.0498 0.0000 1.0000 0.0000 48.7346 3.0000 
4.8384 -3.1907 -28.0337 4.8622 -3.1987 -28.0348 0.0498 0.0000 1.0000 0.0000 48.7716 3.0000 
4.8622 -3.1987 -28.0348 5.8618 -3.1941 -28.0619 0.0498 0.0000 1.0000 0.0000 50.2783 3.0000 
5.8618 -3.1941 -28.0619 6.0218 -3.1933 -28.0706 0.0498 0.0000 1.0000 0.0000 50.5260 3.0000 
6.0218 -3.1933 -28.0706 6.9479 -3.0974 -28.1115 0.0498 0.0000 1.0000 0.0000 52.0032 3.0000 
6.9479 -3.0974 -28.1115 7.9424 -3.1876 -28.1655 0.0498 0.0000 1.0000 0.0000 53.6626 3.0000 
7.9424 -3.1876 -28.1655 8.0937 -3.1773 -28.1914 0.0498 0.0000 1.0000 0.0000 53.9252 3.0000 
8.0937 -3.1773 -28.1914 8.9501 -3.0646 -28.5253 0.0498 0.0000 1.0000 0.0000 55.5496 3.0000 
8.9501 -3.0646 -28.5253 9.8928 -3.3379 -28.7167 0.0498 0.0000 1.0000 0.0000 57.3948 3.0000 
9.8928 -3.3379 -28.7167 9.9455 -3.3483 -28.7247 0.0498 0.0000 1.0000 0.0000 57.4979 3.0000 
9.9455 -3.3483 -28.7247 10.9169 -3.5857 -28.7280 0.0498 0.0000 1.0000 0.0000 59.4541 3.0000 
10.9169 -3.5857 -28.7280 11.0904 -3.6254 -28.7310 0.0498 0.0000 1.0000 0.0000 59.8144 3.0000 
11.0904 -3.6254 -28.7310 11.9112 -3.7963 -28.7232 0.0498 0.0000 1.0000 0.0000 61.5639 3.0000 
11.9112 -3.7963 -28.7232 12.8776 -4.0229 -28.7006 0.0498 0.0000 1.0000 0.0000 63.7582 3.0000 
12.8776 -4.0229 -28.7006 13.8510 -4.2504 -28.6746 0.0498 0.0000 1.0000 0.0000 66.1202 3.0000 
13.8510 -4.2504 -28.6746 13.9505 -4.2735 -28.6724 0.0498 0.0000 1.0000 0.0000 66.3709 3.0000 
13.9505 -4.2735 -28.6724 14.9490 -4.3228 -28.6471 0.0498 0.0000 1.0000 0.0000 68.9271 3.0000 
14.9490 -4.3228 -28.6471 15.1426 -4.3335 -28.6628 0.0498 0.0000 1.0000 0.0000 69.4473 3.0000 
15.1426 -4.3335 -28.6628 15.9866 -4.3805 -28.5894 0.0498 0.0000 1.0000 0.0000 71.8134 3.0000 
15.9866 -4.3805 -28.5894 16.9322 -4.4402 -28.5162 0.0498 0.0000 1.0000 0.0000 74.6732 3.0000 
16.9322 -4.4402 -28.5162 17.9294 -4.4546 -28.4423 0.0498 0.0000 1.0000 0.0000 77.9645 3.0000 
17.9294 -4.4546 -28.4423 17.9699 -4.4585 -28.4409 0.0498 0.0000 1.0000 0.0000 78.1054 3.0000 
17.9699 -4.4585 -28.4409 18.9599 -4.5931 -28.4841 0.0498 0.0000 1.0000 0.0000 81.7625 3.0000 
18.9599 -4.5931 -28.4841 18.9967 -4.5973 -28.4836 0.0498 0.0000 1.0000 0.0000 81.9058 3.0000 
18.9967 -4.5973 -28.4836 19.9908 -4.7043 -28.4703 0.0498 0.0000 1.0000 0.0000 86.0184 3.0000 
19.9908 -4.7043 -28.4703 20.0483 -4.7172 -28.4722 0.0498 0.0000 1.0000 0.0000 86.2769 3.0000 
20.0483 -4.7172 -28.4722 21.0164 -4.9096 -28.3719 0.0498 0.0000 1.0000 0.0000 90.9493 3.0000 
21.0164 -4.9096 -28.3719 21.9843 -5.1502 -28.2981 0.0498 0.0000 1.0000 0.0000 96.4072 3.0000 
21.9843 -5.1502 -28.2981 22.0583 -5.1685 -28.2928 0.0498 0.0000 1.0000 0.0000 96.8624 3.0000 
22.0583 -5.1685 -28.2928 22.4905 -5.4195 -28.3102 0.0498 0.0000 1.0000 0.0000 100.0000 3.0000 
0.2853 0.2539 -26.3173 -0.5857 0.6878 -26.5474 0.0449 0.0000 1.0000 0.0000 41.8250 3.0000 
-0.5857 0.6878 -26.5474 -1.1933 0.8318 -26.6816 0.0449 0.0000 1.0000 0.0000 42.3189 3.0000 
-1.1933 0.8318 -26.6816 -2.0350 1.0236 -26.8353 0.0449 0.0000 1.0000 0.0000 43.0157 3.0000 
-2.0350 1.0236 -26.8353 -2.8604 1.5874 -26.8658 0.0449 0.0000 1.0000 0.0000 43.8381 3.0000 
-2.8604 1.5874 -26.8658 -2.9831 1.6436 -26.8619 0.0449 0.0000 1.0000 0.0000 43.9515 3.0000 
-2.9831 1.6436 -26.8619 -3.7074 2.2519 -26.6078 0.0449 0.0000 1.0000 0.0000 44.7923 3.0000 
-3.7074 2.2519 -26.6078 -4.2069 2.9825 -26.7591 0.0449 0.0000 1.0000 0.0000 45.5923 3.0000 
-4.2069 2.9825 -26.7591 -4.6068 3.8974 -26.7043 0.0449 0.0000 1.0000 0.0000 46.5189 3.0000 
-4.6068 3.8974 -26.7043 -4.6203 3.9296 -26.7024 0.0449 0.0000 1.0000 0.0000 46.5519 3.0000 
-4.6203 3.9296 -26.7024 -4.9129 4.8453 -26.7018 0.0449 0.0000 1.0000 0.0000 47.4823 3.0000 
-4.9129 4.8453 -26.7018 -5.2341 5.7886 -26.7860 0.0449 0.0000 1.0000 0.0000 48.4937 3.0000 
-5.2341 5.7886 -26.7860 -5.2921 5.9304 -26.7982 0.0449 0.0000 1.0000 0.0000 48.6534 3.0000 
-5.2921 5.9304 -26.7982 -5.6860 6.8423 -26.9139 0.0449 0.0000 1.0000 0.0000 49.7213 3.0000 
-5.6860 6.8423 -26.9139 -5.6900 6.8520 -26.9152 0.0449 0.0000 1.0000 0.0000 49.7330 3.0000 
-5.6900 6.8520 -26.9152 -6.1354 7.7469 -26.9430 0.0449 0.0000 1.0000 0.0000 50.8559 3.0000 
-6.1354 7.7469 -26.9430 -6.1717 7.8099 -26.9440 0.0449 0.0000 1.0000 0.0000 50.9397 3.0000 
-6.1717 7.8099 -26.9440 -6.8180 8.2147 -26.9649 0.0449 0.0000 1.0000 0.0000 51.8402 3.0000 
-6.8180 8.2147 -26.9649 -7.5717 8.8447 -26.9187 0.0449 0.0000 1.0000 0.0000 53.0578 3.0000 
-7.5717 8.8447 -26.9187 -8.3671 9.3694 -26.8305 0.0449 0.0000 1.0000 0.0000 54.3109 3.0000 
-8.3671 9.3694 -26.8305 -8.8775 10.1840 -26.7503 0.0449 0.0000 1.0000 0.0000 55.6504 3.0000 
-8.8775 10.1840 -26.7503 -9.3193 10.9382 -26.8060 0.0449 0.0000 1.0000 0.0000 56.9416 3.0000 
-9.3193 10.9382 -26.8060 -9.9704 11.6970 -26.7888 0.0449 0.0000 1.0000 0.0000 58.5145 3.0000 
-9.9704 11.6970 -26.7888 -9.9919 11.7223 -26.7884 0.0449 0.0000 1.0000 0.0000 58.5687 3.0000 
-9.9919 11.7223 -26.7884 -10.6798 12.4475 -26.7586 0.0449 0.0000 1.0000 0.0000 60.2669 3.0000 
-10.6798 12.4475 -26.7586 -10.7669 12.5349 -26.7452 0.0449 0.0000 1.0000 0.0000 60.4871 3.0000 
-10.7669 12.5349 -26.7452 -11.4828 13.2211 -26.6162 0.0449 0.0000 1.0000 0.0000 62.3463 3.0000 
-11.4828 13.2211 -26.6162 -11.5197 13.2556 -26.6072 0.0449 0.0000 1.0000 0.0000 62.4462 3.0000 
-11.5197 13.2556 -26.6072 -12.2891 13.8925 -26.6578 0.0449 0.0000 1.0000 0.0000 64.4864 3.0000 
-12.2891 13.8925 -26.6578 -12.2896 13.8929 -26.6579 0.0449 0.0000 1.0000 0.0000 64.4878 3.0000 
-12.2896 13.8929 -26.6579 -12.9172 14.6714 -26.6665 0.0449 0.0000 1.0000 0.0000 66.7364 3.0000 
-12.9172 14.6714 -26.6665 -12.9302 14.6868 -26.6670 0.0449 0.0000 1.0000 0.0000 66.7843 3.0000 
-12.9302 14.6868 -26.6670 -13.2922 15.5979 -26.7989 0.0449 0.0000 1.0000 0.0000 69.2656 3.0000 
-13.2922 15.5979 -26.7989 -13.5807 16.5485 -26.9132 0.0449 0.0000 1.0000 0.0000 72.0945 3.0000 
-13.5807 16.5485 -26.9132 -13.6173 16.6968 -26.9390 0.0449 0.0000 1.0000 0.0000 72.5672 3.0000 
-13.6173 16.6968 -26.9390 -13.6419 17.6945 -26.8754 0.0449 0.0000 1.0000 0.0000 75.8892 3.0000 
-13.6419 17.6945 -26.8754 -13.6442 17.7316 -26.8771 0.0449 0.0000 1.0000 0.0000 76.0230 3.0000 
-13.6442 17.7316 -26.8771 -13.3694 18.6808 -26.7236 0.0449 0.0000 1.0000 0.0000 79.9619 3.0000 
-13.3694 18.6808 -26.7236 -13.3379 18.7751 -26.7037 0.0449 0.0000 1.0000 0.0000 80.4036 3.0000 
-13.3379 18.7751 -26.7037 -13.0159 19.7038 -26.5196 0.0449 0.0000 1.0000 0.0000 85.3114 3.0000 
-13.0159 19.7038 -26.5196 -12.9992 19.7508 -26.5084 0.0449 0.0000 1.0000 0.0000 85.5943 3.0000 
-12.9992 19.7508 -26.5084 -12.6515 20.5771 -26.4877 0.0449 0.0000 1.0000 0.0000 91.2553 3.0000 
-12.6515 20.5771 -26.4877 -12.3618 21.5333 -26.4465 0.0449 0.0000 1.0000 0.0000 99.9686 3.0000 
-12.3618 21.5333 -26.4465 -12.3609 21.5361 -26.4463 0.0449 0.0000 1.0000 0.0000 100.0000 3.0000 
0.1637 0.5590 -27.2116 -0.8344 0.5669 -27.1503 0.0490 0.0000 1.0000 0.0000 43.3056 3.0000 
-0.8344 0.5669 -27.1503 -1.5645 0.6335 -27.1445 0.0490 0.0000 1.0000 0.0000 44.1857 3.0000 
-1.5645 0.6335 -27.1445 -2.5621 0.7023 -27.1458 0.0490 0.0000 1.0000 0.0000 45.4240 3.0000 
-2.5621 0.7023 -27.1458 -2.6443 0.7216 -27.1385 0.0490 0.0000 1.0000 0.0000 45.5309 3.0000 
-2.6443 0.7216 -27.1385 -3.6193 0.9346 -27.2012 0.0490 0.0000 1.0000 0.0000 46.8200 3.0000 
-3.6193 0.9346 -27.2012 -3.6647 0.9475 -27.2036 0.0490 0.0000 1.0000 0.0000 46.8822 3.0000 
-3.6647 0.9475 -27.2036 -4.5834 1.2016 -27.2431 0.0490 0.0000 1.0000 0.0000 48.1615 3.0000 
-4.5834 1.2016 -27.2431 -5.5108 1.4311 -27.2585 0.0490 0.0000 1.0000 0.0000 49.4931 3.0000 
-5.5108 1.4311 -27.2585 -6.4841 1.6483 -27.3335 0.0490 0.0000 1.0000 0.0000 50.9449 3.0000 
-6.4841 1.6483 -27.3335 -6.6802 1.7349 -27.3575 0.0490 0.0000 1.0000 0.0000 51.2664 3.0000 
-6.6802 1.7349 -27.3575 -7.5608 2.1091 -27.2421 0.0490 0.0000 1.0000 0.0000 52.7408 3.0000 
-7.5608 2.1091 -27.2421 -8.2048 2.7739 -27.2825 0.0490 0.0000 1.0000 0.0000 54.2209 3.0000 
-8.2048 2.7739 -27.2825 -8.8916 3.4532 -27.3458 0.0490 0.0000 1.0000 0.0000 55.8397 3.0000 
-8.8916 3.4532 -27.3458 -9.3890 4.2460 -26.9938 0.0490 0.0000 1.0000 0.0000 57.5968 3.0000 
-9.3890 4.2460 -26.9938 -9.4900 4.4631 -26.8883 0.0490 0.0000 1.0000 0.0000 58.0718 3.0000 
-9.4900 4.4631 -26.8883 -9.9203 5.3094 -26.6325 0.0490 0.0000 1.0000 0.0000 59.9190 3.0000 
-9.9203 5.3094 -26.6325 -10.2385 6.0985 -26.6300 0.0490 0.0000 1.0000 0.0000 61.6027 3.0000 
-10.2385 6.0985 -26.6300 -10.2559 7.0834 -26.7333 0.0490 0.0000 1.0000 0.0000 63.6738 3.0000 
-10.2559 7.0834 -26.7333 -10.4644 7.9632 -26.8422 0.0490 0.0000 1.0000 0.0000 65.6960 3.0000 
-10.4644 7.9632 -26.8422 -10.5825 8.9562 -26.8410 0.0490 0.0000 1.0000 0.0000 68.0643 3.0000 
-10.5825 8.9562 -26.8410 -10.5862 8.9800 -26.8393 0.0490 0.0000 1.0000 0.0000 68.1236 3.0000 
-10.5862 8.9800 -26.8393 -10.7069 9.8696 -26.7569 0.0490 0.0000 1.0000 0.0000 70.4139 3.0000 
-10.7069 9.8696 -26.7569 -10.6964 10.8622 -26.8783 0.0490 0.0000 1.0000 0.0000 73.1489 3.0000 
-10.6964 10.8622 -26.8783 -10.6963 10.8820 -26.8802 0.0490 0.0000 1.0000 0.0000 73.2057 3.0000 
-10.6963 10.8820 -26.8802 -10.8586 11.8068 -27.0220 0.0490 0.0000 1.0000 0.0000 76.0283 3.0000 
-10.8586 11.8068 -27.0220 -10.9481 12.8027 -27.0324 0.0490 0.0000 1.0000 0.0000 79.2780 3.0000 
-10.9481 12.8027 -27.0324 -10.9541 12.8579 -27.0331 0.0490 0.0000 1.0000 0.0000 79.4679 3.0000 
-10.9541 12.8579 -27.0331 -10.5814 13.7855 -27.0600 0.0490 0.0000 1.0000 0.0000 83.0822 3.0000 
-10.5814 13.7855 -27.0600 -10.5814 13.7855 -27.0600 0.0490 0.0000 1.0000 0.0000 83.0822 3.0000 
-10.5814 13.7855 -27.0600 -9.9794 14.5140 -27.0531 0.0490 0.0000 1.0000 0.0000 86.8912 3.0000 
-9.9794 14.5140 -27.0531 -9.5314 15.0223 -26.6572 0.0490 0.0000 1.0000 0.0000 90.4140 3.0000 
-9.5314 15.0223 -26.6572 -9.1615 15.6512 -26.4506 0.0490 0.0000 1.0000 0.0000 94.2044 3.0000 
-9.1615 15.6512 -26.4506 -8.9163 16.5766 -26.1616 0.0490 0.0000 1.0000 0.0000 99.9503 3.0000 
-8.9163 16.5766 -26.1616 -8.9146 16.5833 -26.1594 0.0490 0.0000 1.0000 0.0000 99.9953 3.0000 
-8.9146 16.5833 -26.1594 -8.9144 16.5839 -26.1592 0.0490 0.0000 1.0000 0.0000 100.0000 3.0000 
-0.2165 0.7223 -28.2562 -1.1699 0.4213 -28.2731 0.0609 0.0000 1.0000 0.0000 44.5720 3.0000 
-1.1699 0.4213 -28.2731 -2.0767 0.0752 -28.3222 0.0609 0.0000 1.0000 0.0000 45.7414 3.0000 
-2.0767 0.0752 -28.3222 -2.8002 -0.1655 -28.3124 0.0609 0.0000 1.0000 0.0000 46.6881 3.0000 
-2.8002 -0.1655 -28.3124 -3.6547 -0.5479 -28.1531 0.0609 0.0000 1.0000 0.0000 47.9054 3.0000 
-3.6547 -0.5479 -28.1531 -4.5489 -0.9484 -27.9528 0.0609 0.0000 1.0000 0.0000 49.2362 3.0000 
-4.5489 -0.9484 -27.9528 -4.6238 -0.9718 -27.9475 0.0609 0.0000 1.0000 0.0000 49.3431 3.0000 
-4.6238 -0.9718 -27.9475 -5.2213 -1.3504 -28.0030 0.0609 0.0000 1.0000 0.0000 50.3232 3.0000 
-5.2213 -1.3504 -28.0030 -6.1233 -1.7713 -28.0984 0.0609 0.0000 1.0000 0.0000 51.7543 3.0000 
-6.1233 -1.7713 -28.0984 -6.1504 -1.7847 -28.1032 0.0609 0.0000 1.0000 0.0000 51.7990 3.0000 
-6.1504 -1.7847 -28.1032 -7.0753 -2.1647 -28.0932 0.0609 0.0000 1.0000 0.0000 53.2952 3.0000 
-7.0753 -2.1647 -28.0932 -7.1531 -2.2200 -28.0998 0.0609 0.0000 1.0000 0.0000 53.4419 3.0000 
-7.1531 -2.2200 -28.0998 -7.8747 -2.9119 -28.1223 0.0609 0.0000 1.0000 0.0000 55.0141 3.0000 
-7.8747 -2.9119 -28.1223 -7.8995 -2.9356 -28.1230 0.0609 0.0000 1.0000 0.0000 55.0693 3.0000 
-7.8995 -2.9356 -28.1230 -8.7108 -3.4059 -28.1529 0.0609 0.0000 1.0000 0.0000 56.6162 3.0000 
-8.7108 -3.4059 -28.1529 -9.6723 -3.6720 -28.0852 0.0609 0.0000 1.0000 0.0000 58.3466 3.0000 
-9.6723 -3.6720 -28.0852 -9.6900 -3.6784 -28.0834 0.0609 0.0000 1.0000 0.0000 58.3801 3.0000 
-9.6900 -3.6784 -28.0834 -10.6043 -3.8188 -28.0795 0.0609 0.0000 1.0000 0.0000 60.0649 3.0000 
-10.6043 -3.8188 -28.0795 -11.5424 -4.1634 -28.0461 0.0609 0.0000 1.0000 0.0000 61.9858 3.0000 
-11.5424 -4.1634 -28.0461 -11.5932 -4.1863 -28.0428 0.0609 0.0000 1.0000 0.0000 62.0961 3.0000 
-11.5932 -4.1863 -28.0428 -12.4325 -4.7127 -27.9856 0.0609 0.0000 1.0000 0.0000 64.1231 3.0000 
-12.4325 -4.7127 -27.9856 -12.9914 -5.3229 -27.4241 0.0609 0.0000 1.0000 0.0000 66.2959 3.0000 
-12.9914 -5.3229 -27.4241 -13.0042 -5.3370 -27.4112 0.0609 0.0000 1.0000 0.0000 66.3475 3.0000 
-13.0042 -5.3370 -27.4112 -13.4712 -5.8658 -26.9701 0.0609 0.0000 1.0000 0.0000 68.2708 3.0000 
-13.4712 -5.8658 -26.9701 -14.0707 -6.5402 -26.7437 0.0609 0.0000 1.0000 0.0000 70.5589 3.0000 
-14.0707 -6.5402 -26.7437 -14.6076 -7.3335 -26.6851 0.0609 0.0000 1.0000 0.0000 73.0928 3.0000 
-14.6076 -7.3335 -26.6851 -15.3116 -8.0315 -26.8156 0.0609 0.0000 1.0000 0.0000 75.9514 3.0000 
-15.3116 -8.0315 -26.8156 -15.3564 -8.0757 -26.8243 0.0609 0.0000 1.0000 0.0000 76.1415 3.0000 
-15.3564 -8.0757 -26.8243 -16.1376 -8.6925 -26.9206 0.0609 0.0000 1.0000 0.0000 79.2817 3.0000 
-16.1376 -8.6925 -26.9206 -16.1940 -8.7335 -26.9332 0.0609 0.0000 1.0000 0.0000 79.5155 3.0000 
-16.1940 -8.7335 -26.9332 -17.0132 -9.2941 -26.8125 0.0609 0.0000 1.0000 0.0000 83.0015 3.0000 
-17.0132 -9.2941 -26.8125 -17.1203 -9.3699 -26.7901 0.0609 0.0000 1.0000 0.0000 83.4937 3.0000 
-17.1203 -9.3699 -26.7901 -17.8705 -9.8728 -26.4688 0.0609 0.0000 1.0000 0.0000 87.2665 3.0000 
-17.8705 -9.8728 -26.4688 -18.6823 -10.3260 -26.1007 0.0609 0.0000 1.0000 0.0000 91.7079 3.0000 
-18.6823 -10.3260 -26.1007 -18.6926 -10.3323 -26.0960 0.0609 0.0000 1.0000 0.0000 91.7691 3.0000 
-18.6926 -10.3323 -26.0960 -19.3808 -10.9488 -25.7136 0.0609 0.0000 1.0000 0.0000 96.8907 3.0000 
-19.3808 -10.9488 -25.7136 -19.4082 -10.9733 -25.6984 0.0609 0.0000 1.0000 0.0000 97.1114 3.0000 
-19.4082 -10.9733 -25.6984 -19.6677 -11.3911 -25.6223 0.0609 0.0000 1.0000 0.0000 100.0000 3.0000 
-0.5960 1.0192 -29.0972 -0.1569 0.5991 -29.8914 0.0457 0.0000 1.0000 0.0000 45.3751 3.0000 
-0.1569 0.5991 -29.8914 0.2619 0.1715 -30.6924 0.0457 0.0000 1.0000 0.0000 46.2701 3.0000 
0.2619 0.1715 -30.6924 0.2990 0.1336 -30.7633 0.0457 0.0000 1.0000 0.0000 46.3508 3.0000 
0.2990 0.1336 -30.7633 0.5696 -0.6398 -31.2649 0.0457 0.0000 1.0000 0.0000 47.2437 3.0000 
0.5696 -0.6398 -31.2649 0.7204 -1.4390 -31.5395 0.0457 0.0000 1.0000 0.0000 48.0687 3.0000 
0.7204 -1.4390 -31.5395 0.8699 -2.3307 -31.6977 0.0457 0.0000 1.0000 0.0000 48.9809 3.0000 
0.8699 -2.3307 -31.6977 1.0145 -3.2485 -31.6357 0.0457 0.0000 1.0000 0.0000 49.9405 3.0000 
1.0145 -3.2485 -31.6357 1.1598 -4.2362 -31.5779 0.0457 0.0000 1.0000 0.0000 51.0125 3.0000 
1.1598 -4.2362 -31.5779 1.1699 -4.3408 -31.5664 0.0457 0.0000 1.0000 0.0000 51.1284 3.0000 
1.1699 -4.3408 -31.5664 0.9525 -5.3168 -31.5561 0.0457 0.0000 1.0000 0.0000 52.2520 3.0000 
0.9525 -5.3168 -31.5561 0.9224 -5.4799 -31.5564 0.0457 0.0000 1.0000 0.0000 52.4433 3.0000 
0.9224 -5.4799 -31.5564 0.7304 -6.4613 -31.5581 0.0457 0.0000 1.0000 0.0000 53.6270 3.0000 
0.7304 -6.4613 -31.5581 0.7267 -6.4802 -31.5569 0.0457 0.0000 1.0000 0.0000 53.6504 3.0000 
0.7267 -6.4802 -31.5569 0.2529 -7.3597 -31.5121 0.0457 0.0000 1.0000 0.0000 54.8922 3.0000 
0.2529 -7.3597 -31.5121 0.2188 -7.4174 -31.5068 0.0457 0.0000 1.0000 0.0000 54.9779 3.0000 
0.2188 -7.4174 -31.5068 -0.5004 -8.1035 -31.6167 0.0457 0.0000 1.0000 0.0000 56.2870 3.0000 
-0.5004 -8.1035 -31.6167 -0.5579 -8.1509 -31.6251 0.0457 0.0000 1.0000 0.0000 56.3879 3.0000 
-0.5579 -8.1509 -31.6251 -1.2104 -8.8399 -31.3097 0.0457 0.0000 1.0000 0.0000 57.7726 3.0000 
-1.2104 -8.8399 -31.3097 -1.2605 -8.9195 -31.2906 0.0457 0.0000 1.0000 0.0000 57.9095 3.0000 
-1.2605 -8.9195 -31.2906 -1.8581 -9.6904 -31.4291 0.0457 0.0000 1.0000 0.0000 59.3583 3.0000 
-1.8581 -9.6904 -31.4291 -2.4323 -10.3997 -31.5064 0.0457 0.0000 1.0000 0.0000 60.7823 3.0000 
-2.4323 -10.3997 -31.5064 -2.9726 -11.2411 -31.4991 0.0457 0.0000 1.0000 0.0000 62.4326 3.0000 
-2.9726 -11.2411 -31.4991 -3.0353 -11.3108 -31.4936 0.0457 0.0000 1.0000 0.0000 62.5931 3.0000 
-3.0353 -11.3108 -31.4936 -3.8063 -11.9206 -31.3729 0.0457 0.0000 1.0000 0.0000 64.3499 3.0000 
-3.8063 -11.9206 -31.3729 -4.6137 -12.5058 -31.2981 0.0457 0.0000 1.0000 0.0000 66.2542 3.0000 
-4.6137 -12.5058 -31.2981 -4.6221 -12.5118 -31.2978 0.0457 0.0000 1.0000 0.0000 66.2747 3.0000 
-4.6221 -12.5118 -31.2978 -5.2455 -13.0057 -31.2654 0.0457 0.0000 1.0000 0.0000 67.8992 3.0000 
-5.2455 -13.0057 -31.2654 -5.9347 -13.7016 -31.0635 0.0457 0.0000 1.0000 0.0000 70.0967 3.0000 
-5.9347 -13.7016 -31.0635 -6.0249 -13.8118 -31.0452 0.0457 0.0000 1.0000 0.0000 70.4282 3.0000 
-6.0249 -13.8118 -31.0452 -6.6434 -14.5453 -30.9174 0.0457 0.0000 1.0000 0.0000 72.7815 3.0000 
-6.6434 -14.5453 -30.9174 -7.5823 -14.8681 -30.7977 0.0457 0.0000 1.0000 0.0000 75.4616 3.0000 
-7.5823 -14.8681 -30.7977 -7.6014 -14.8748 -30.7953 0.0457 0.0000 1.0000 0.0000 75.5192 3.0000 
-7.6014 -14.8748 -30.7953 -8.4965 -15.3194 -30.8301 0.0457 0.0000 1.0000 0.0000 78.5175 3.0000 
-8.4965 -15.3194 -30.8301 -8.5224 -15.3323 -30.8313 0.0457 0.0000 1.0000 0.0000 78.6097 3.0000 
-8.5224 -15.3323 -30.8313 -9.4159 -15.7789 -30.8788 0.0457 0.0000 1.0000 0.0000 82.0159 3.0000 
-9.4159 -15.7789 -30.8788 -9.5148 -15.8270 -30.8793 0.0457 0.0000 1.0000 0.0000 82.4197 3.0000 
